EXP5B_V100,FULL,GaussMarkov,1,15,0,100,100,0.3,200,1,20.3104,63.7876,0.0390,16601,324.7945,0
EXP5B_V100,FULL,GaussMarkov,1,15,0,100,100,0.3,200,10,37.1008,455.6202,0.0713,22098,325.1617,0
EXP5B_V100,FULL,GaussMarkov,1,15,0,100,100,0.3,200,11,43.2524,393.6862,0.0831,24301,325.4149,0
EXP5B_V100,FULL,GaussMarkov,1,15,0,100,100,0.3,200,12,54.1048,686.7910,0.1039,30495,325.6218,0
EXP5B_V100,FULL,GaussMarkov,1,15,0,100,100,0.3,200,13,35.9762,348.8499,0.0691,24785,325.2305,0
EXP5B_V100,FULL,GaussMarkov,1,15,0,100,100,0.3,200,14,56.7364,670.9016,0.1090,28946,325.8058,0
EXP5B_V100,FULL,GaussMarkov,1,15,0,100,100,0.3,200,15,32.3549,243.7688,0.0621,19517,325.3269,0
EXP5B_V100,FULL,GaussMarkov,1,15,0,100,100,0.3,200,16,37.0558,599.8186,0.0712,25436,325.5410,0
EXP5B_V100,FULL,GaussMarkov,1,15,0,100,100,0.3,200,17,23.6392,146.9691,0.0454,17975,324.5288,0
EXP5B_V100,FULL,GaussMarkov,1,15,0,100,100,0.3,200,18,44.2308,723.6294,0.0850,26100,325.5812,0
EXP5B_V100,FULL,GaussMarkov,1,15,0,100,100,0.3,200,19,46.4575,448.9005,0.0892,24857,324.8122,0
EXP5B_V100,FULL,GaussMarkov,1,15,0,100,100,0.3,200,2,46.8061,468.3743,0.0899,29508,325.9274,0
EXP5B_V100,FULL,GaussMarkov,1,15,0,100,100,0.3,200,20,36.8196,438.3966,0.0707,25476,325.3183,0
EXP5B_V100,FULL,GaussMarkov,1,15,0,100,100,0.3,200,21,41.0931,416.2570,0.0789,27733,325.9439,0
EXP5B_V100,FULL,GaussMarkov,1,15,0,100,100,0.3,200,22,35.7850,397.3849,0.0687,21361,325.1911,0
EXP5B_V100,FULL,GaussMarkov,1,15,0,100,100,0.3,200,23,30.5668,272.6273,0.0587,26407,325.8027,0
